fami_tienecomputador,fami_tieneautomovil,fami_educacionmadre,fami_trabajolabormadre,fami_estratovivienda,cole_naturaleza,cole_jornada,punt_global_cuartil,nlprog_mod,admitido
Si,Si,Educación profesional completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 5,NO OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Secundaria (Bachillerato) incompleta,Es vendedor o trabaja en atención al público,Estrato 2,OFICIAL,MAÑANA,Q4,FÍSICA,SI
No,No,Educación profesional completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,TARDE,Q3,FÍSICA,NO
No,No,Educación profesional completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,NO OFICIAL,COMPLETA,Q2,FÍSICA,SI
No,No,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,NOCHE,Q3,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,MAÑANA,Q3,FÍSICA,NO
Si,No,Educación profesional incompleta,Es vendedor o trabaja en atención al público,Estrato 3,OFICIAL,MAÑANA,Q3,FÍSICA,NO
Si,Si,Educación profesional completa,"Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial",Estrato 4,NO OFICIAL,MAÑANA,Q3,FÍSICA,NO
Si,Si,Educación profesional incompleta,No aplica,Estrato 6,NO OFICIAL,COMPLETA,Q4,FÍSICA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 4,NO OFICIAL,COMPLETA,Q4,FÍSICA,SI
Si,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 2,NO OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,Si,Educación profesional completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 5,NO OFICIAL,COMPLETA,Q4,FÍSICA,SI
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 4,NO OFICIAL,COMPLETA,Q4,FÍSICA,SI
Si,Si,Educación profesional completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 5,NO OFICIAL,COMPLETA,Q4,FÍSICA,SI
Si,Si,Educación profesional completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 4,NO OFICIAL,COMPLETA,Q4,FÍSICA,NO
Si,Si,Postgrado,No aplica,Estrato 5,NO OFICIAL,MAÑANA,Q4,FÍSICA,NO
No,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 2,NO OFICIAL,COMPLETA,Q4,FÍSICA,SI
Si,Si,Educación profesional completa,No aplica,Estrato 1,OFICIAL,MAÑANA,Q4,FÍSICA,SI
Si,No,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 4,NO OFICIAL,MAÑANA,Q4,FÍSICA,SI
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,MAÑANA,Q4,FÍSICA,NO
No,Si,Primaria completa,"Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial",Estrato 2,OFICIAL,COMPLETA,Q2,FÍSICA,NO
Si,No,Educación profesional completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 2,OFICIAL,MAÑANA,Q3,FÍSICA,SI
Si,No,Técnica o tecnológica completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 3,OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,Es vendedor o trabaja en atención al público,Estrato 2,OFICIAL,TARDE,Q4,FÍSICA,SI
Si,No,Técnica o tecnológica incompleta,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 1,OFICIAL,MAÑANA,Q4,FÍSICA,SI
Si,No,Secundaria (Bachillerato) completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Estrato 2,NO OFICIAL,TARDE,Q4,FÍSICA,SI
No,No,Primaria completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 1,OFICIAL,COMPLETA,Q1,FÍSICA,NO
Si,No,Primaria completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 4,NO OFICIAL,COMPLETA,Q4,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 2,NO OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Educación profesional incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 4,NO OFICIAL,MAÑANA,Q3,FÍSICA,NO
Si,No,Primaria completa,No sabe,Estrato 2,OFICIAL,TARDE,Q2,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,NO OFICIAL,COMPLETA,Q4,FÍSICA,SI
Si,No,Postgrado,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,NO OFICIAL,COMPLETA,Q3,FÍSICA,SI
Si,No,Técnica o tecnológica incompleta,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,OFICIAL,MAÑANA,Q4,FÍSICA,SI
Si,No,No sabe,No sabe,Estrato 3,OFICIAL,UNICA,Q3,FÍSICA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 4,OFICIAL,UNICA,Q4,FÍSICA,NO
Si,No,Educación profesional completa,No aplica,Estrato 3,NO OFICIAL,COMPLETA,Q4,FÍSICA,SI
Si,Si,Educación profesional completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,MAÑANA,Q4,FÍSICA,SI
Si,Si,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,TARDE,Q3,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,Si,Educación profesional completa,Es vendedor o trabaja en atención al público,Estrato 3,NO OFICIAL,COMPLETA,Q4,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,TARDE,Q4,FÍSICA,NO
Si,Si,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q4,FÍSICA,SI
Si,Si,Secundaria (Bachillerato) incompleta,"Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial",Estrato 3,OFICIAL,MAÑANA,Q3,FÍSICA,NO
No,Si,Primaria incompleta,Es vendedor o trabaja en atención al público,Estrato 2,OFICIAL,MAÑANA,Q4,FÍSICA,SI
No,No,Primaria incompleta,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Estrato 1,OFICIAL,MAÑANA,Q1,FÍSICA,NO
Si,Si,Técnica o tecnológica completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 2,NO OFICIAL,COMPLETA,Q4,FÍSICA,NO
Si,No,Secundaria (Bachillerato) incompleta,No sabe,Estrato 1,OFICIAL,MAÑANA,Q4,FÍSICA,SI
Si,Si,Primaria completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,NO OFICIAL,COMPLETA,Q4,FÍSICA,SI
Si,No,Secundaria (Bachillerato) completa,"Es operario de máquinas o conduce vehículos (taxita, chofer)",Estrato 2,NO OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Educación profesional completa,Es vendedor o trabaja en atención al público,Estrato 3,NO OFICIAL,COMPLETA,Q4,FÍSICA,NO
Si,Si,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,OFICIAL,TARDE,Q4,FÍSICA,SI
No,Si,Primaria completa,Es vendedor o trabaja en atención al público,Estrato 2,NO OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,OFICIAL,MAÑANA,Q2,FÍSICA,NO
No,No,Educación profesional completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,NO OFICIAL,COMPLETA,Q3,FÍSICA,NO
Si,No,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,OFICIAL,COMPLETA,Q4,FÍSICA,SI
Si,No,Postgrado,"Trabaja en el hogar, no trabaja o estudia",Estrato 4,OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 2,OFICIAL,COMPLETA,Q3,FÍSICA,NO
Si,Si,Postgrado,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,NO OFICIAL,MAÑANA,Q4,FÍSICA,SI
Si,Si,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 4,NO OFICIAL,MAÑANA,Q4,FÍSICA,SI
No,No,Ninguno,"Trabaja en el hogar, no trabaja o estudia",Sin Estrato,OFICIAL,MAÑANA,Q1,FÍSICA,NO
Si,No,Primaria completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,MAÑANA,Q3,FÍSICA,NO
Si,No,Educación profesional incompleta,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 2,NO OFICIAL,MAÑANA,Q4,FÍSICA,SI
Si,Si,Técnica o tecnológica completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,OFICIAL,MAÑANA,Q1,FÍSICA,NO
Si,No,Técnica o tecnológica completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 4,OFICIAL,TARDE,Q4,FÍSICA,SI
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,OFICIAL,MAÑANA,Q3,FÍSICA,NO
Si,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 2,OFICIAL,TARDE,Q2,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 4,OFICIAL,MAÑANA,Q2,FÍSICA,SI
Si,Si,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,TARDE,Q3,FÍSICA,SI
Si,No,Educación profesional completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 2,OFICIAL,COMPLETA,Q2,FÍSICA,NO
Si,Si,Postgrado,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,Si,Educación profesional incompleta,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 4,NO OFICIAL,COMPLETA,Q4,FÍSICA,SI
No,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,UNICA,Q3,FÍSICA,NO
Si,No,Postgrado,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 2,OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,Si,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 4,NO OFICIAL,COMPLETA,Q4,FÍSICA,NO
Si,No,Técnica o tecnológica completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q3,FÍSICA,NO
Si,No,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,UNICA,Q4,FÍSICA,SI
Si,No,Educación profesional completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 2,OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 1,OFICIAL,MAÑANA,Q4,FÍSICA,SI
Si,Si,Técnica o tecnológica completa,No sabe,Estrato 3,NO OFICIAL,MAÑANA,Q4,FÍSICA,NO
No,No,Educación profesional incompleta,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,NO OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,OFICIAL,UNICA,Q4,FÍSICA,SI
Si,No,Postgrado,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 2,OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,Si,Secundaria (Bachillerato) incompleta,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 2,OFICIAL,MAÑANA,Q3,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,TARDE,Q4,FÍSICA,NO
Si,Si,Postgrado,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q2,FÍSICA,NO
Si,No,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q2,FÍSICA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 4,NO OFICIAL,COMPLETA,Q4,FÍSICA,SI
Si,No,Técnica o tecnológica completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 2,OFICIAL,TARDE,Q3,FÍSICA,NO
Si,No,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q2,FÍSICA,NO
Si,Si,Postgrado,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 4,NO OFICIAL,COMPLETA,Q4,FÍSICA,SI
Si,Si,Técnica o tecnológica completa,No aplica,Estrato 3,OFICIAL,UNICA,Q4,FÍSICA,SI
No,Si,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 4,NO OFICIAL,COMPLETA,Q4,FÍSICA,SI
Si,No,Educación profesional completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 2,OFICIAL,MAÑANA,Q4,FÍSICA,SI
No,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 2,NO OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Técnica o tecnológica completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 1,OFICIAL,TARDE,Q4,FÍSICA,NO
Si,Si,No sabe,No sabe,Estrato 5,NO OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,Si,Primaria incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,NO OFICIAL,SABATINA,Q3,FÍSICA,NO
Si,No,Primaria incompleta,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Estrato 1,OFICIAL,TARDE,Q2,FÍSICA,NO
No,No,Primaria completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,MAÑANA,Q2,FÍSICA,NO
Si,No,Secundaria (Bachillerato) incompleta,"Es agricultor, pesquero o jornalero",Estrato 1,OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 1,OFICIAL,MAÑANA,Q4,FÍSICA,SI
No,No,Postgrado,No sabe,Estrato 1,OFICIAL,COMPLETA,Q4,FÍSICA,NO
Si,Si,Técnica o tecnológica incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,NO OFICIAL,MAÑANA,Q4,FÍSICA,SI
Si,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 2,NO OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Técnica o tecnológica completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q4,FÍSICA,SI
Si,No,Técnica o tecnológica incompleta,No aplica,Estrato 2,OFICIAL,MAÑANA,Q2,FÍSICA,SI
Si,No,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,TARDE,Q2,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja por cuenta propia (por ejemplo plomero, electricista)",Estrato 2,OFICIAL,TARDE,Q3,FÍSICA,NO
No,No,Primaria incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,UNICA,Q3,FÍSICA,NO
No,No,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,NO OFICIAL,MAÑANA,Q3,FÍSICA,SI
Si,Si,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,TARDE,Q4,FÍSICA,NO
Si,Si,Postgrado,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 2,NO OFICIAL,COMPLETA,Q4,FÍSICA,SI
Si,No,Secundaria (Bachillerato) completa,Es vendedor o trabaja en atención al público,Estrato 2,OFICIAL,COMPLETA,Q4,FÍSICA,SI
Si,No,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,OFICIAL,TARDE,Q4,FÍSICA,NO
Si,No,Primaria incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,TARDE,Q2,FÍSICA,NO
No,No,Técnica o tecnológica completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 3,OFICIAL,MAÑANA,Q3,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,UNICA,Q4,FÍSICA,NO
Si,No,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,TARDE,Q4,FÍSICA,NO
Si,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,TARDE,Q4,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q4,FÍSICA,SI
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,MAÑANA,Q3,FÍSICA,NO
Si,No,Educación profesional completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,MAÑANA,Q3,FÍSICA,NO
No,No,Educación profesional completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,NO OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,NO OFICIAL,COMPLETA,Q4,FÍSICA,NO
No,No,Primaria incompleta,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Estrato 1,OFICIAL,MAÑANA,Q4,FÍSICA,SI
Si,No,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,MAÑANA,Q2,FÍSICA,NO
No,No,Secundaria (Bachillerato) incompleta,Es vendedor o trabaja en atención al público,Estrato 4,OFICIAL,MAÑANA,Q1,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,Es vendedor o trabaja en atención al público,Estrato 1,OFICIAL,TARDE,Q3,FÍSICA,NO
Si,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,OFICIAL,COMPLETA,Q4,FÍSICA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 4,NO OFICIAL,COMPLETA,Q4,FÍSICA,NO
Si,Si,Técnica o tecnológica completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Estrato 3,NO OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,Si,Secundaria (Bachillerato) completa,Es vendedor o trabaja en atención al público,Estrato 3,OFICIAL,MAÑANA,Q3,FÍSICA,NO
Si,No,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 2,OFICIAL,MAÑANA,Q4,FÍSICA,SI
Si,No,Técnica o tecnológica incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,MAÑANA,Q3,FÍSICA,NO
Si,Si,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q4,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 5,OFICIAL,UNICA,Q4,FÍSICA,NO
No,No,Primaria incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,MAÑANA,Q2,FÍSICA,NO
No,Si,Técnica o tecnológica incompleta,Es vendedor o trabaja en atención al público,Estrato 2,OFICIAL,NOCHE,Q2,FÍSICA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,OFICIAL,MAÑANA,Q3,FÍSICA,SI
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,UNICA,Q3,FÍSICA,SI
Si,Si,Postgrado,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,NO OFICIAL,COMPLETA,Q4,FÍSICA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,UNICA,Q4,FÍSICA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 2,OFICIAL,TARDE,Q3,FÍSICA,NO
Si,No,Primaria incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,TARDE,Q2,FÍSICA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 4,NO OFICIAL,MAÑANA,Q4,FÍSICA,NO
No,No,Secundaria (Bachillerato) incompleta,No aplica,Estrato 1,OFICIAL,MAÑANA,Q4,FÍSICA,SI
Si,Si,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,NO OFICIAL,COMPLETA,Q4,FÍSICA,NO
Si,Si,Técnica o tecnológica completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 4,OFICIAL,COMPLETA,Q4,FÍSICA,NO
Si,No,Primaria completa,"Es agricultor, pesquero o jornalero",Estrato 2,OFICIAL,COMPLETA,Q2,FÍSICA,NO
